0
X168
Y337
lag1_X365
X280
lag1_Y338
X38
X445
X276
lag1_X127
Y4
Y262
Y139
Y418
Y171
Y395
X45
lag1_X379
lag1_X162
lag1_X323
lag1_Y379
lag1_Y132
lag1_X397
X61
Y299
Y207
X441
Y181
lag1_Y234
Y57
lag1_Y136
X336
Y202
X216
Y431
Y352
Y432
lag1_Y109
lag1_Y365
Y210
Y298
lag1_Y397
X382
X261
X413
Y421
Y194
X185
X260
Y293
X436
lag1_Y54
Y396
Y195
X76
Y281
lag1_Y297
lag1_X150
X15
X86
X205
X399
Y5
lag1_Y332
X1
X393
lag1_Y159
X203
lag1_X377
X449
Y406
X415
X75
lag1_Y10
X57
Y436
X306
Y333
lag1_X177
Y340
X418
Y372
lag1_Y93
X353
X200
Y405
X117
Y70
lag1_X135
X145
lag1_X251
X335
X53
X156
lag1_Y400
lag1_Y385
Y204
Y424
X193
Y65
X24
Y32
X158
Y53
X72
Y220
Y71
X143
X373
X456
X43
X122
Y336
X70
lag1_Y378
X446
X421
X166
lag1_X378
lag1_X376
X196
lag1_X21
lag1_Y394
Y313
Y386
X44
Y18
X269
X339
Y448
X314
X17
Y208
Y427
X278
X419
lag1_Y149
X20
X68
X448
Y160
Y106
Y52
X46
lag1_Y366
X392
Y287
lag1_X367
X206
X281
Y61
lag1_Y333
X41
Y314
Y200
X442
lag1_Y158
Y334
X330
lag1_Y435
Y206
X51
lag1_Y368
lag1_Y108
lag1_Y52
Y197
X387
lag1_Y367
lag1_Y66
Y265
lag1_X396
X318
X245
X111
Y394
Y46
lag1_X366
Y282
Y419
X465
X129
X254
X119
lag1_Y150
Y182
Y9
X0
Y370
X359
X354
lag1_Y176
lag1_Y334
lag1_X364
lag1_Y107
Y45
Y411
Y280
X273
X229
lag1_Y296
X343
lag1_X416
Y55
X107
lag1_X215
lag1_Y157
X390
Y111
X292
Y434
X87
X184
Y124
X461
X406
lag1_X447
X4
lag1_Y156
X35
X285
X303
X381
X55
X78
Y107
Y156
X313
X77
X348
X286
X291
lag1_X152
Y369
Y43
lag1_Y192
X371
lag1_Y293
X321
lag1_Y262
lag1_Y152
Y50
X252
Y51
lag1_Y137
X247
X259
Y376
X466
X92
X351
X124
lag1_X54
lag1_Y336
lag1_Y161
Y143
X48
lag1_Y282
X316
lag1_X213
Y283
lag1_X148
Y375
X439
Y296
lag1_Y69
X218
X248
lag1_Y71
X437
Y199
Y430
lag1_X210
X253
Y224
X40
X464
Y24
X357
Y425
X230
lag1_Y295
Y295
lag1_Y428
X101
lag1_Y214
X165
lag1_X175
lag1_Y181
Y116
X3
X160
Y344
Y8
X274
lag1_Y175
X412
lag1_Y215
Y443
X120
Y123
Y159
lag1_Y138
X467
lag1_Y223
X80
Y16
X66
X349
X60
lag1_Y300
lag1_X138
X329
Y44
Y278
lag1_X10
lag1_Y177
X268
lag1_X435
Y196
Y36
lag1_X400
X279
lag1_X192
lag1_X149
lag1_X109
Y426
X52
Y212
X167
lag1_Y447
lag1_Y301
X341
Y306
X294
X275
lag1_Y377
lag1_Y105
X30
X255
lag1_Y384
Y83
Y247
Y351
lag1_X147
X64
Y456
Y326
X305
Y383
X307
lag1_Y376
X385
lag1_X427
lag1_X176
Y76
Y30
X414
X144
lag1_Y213
lag1_X284
X240
X222
X115
lag1_X401
Y269
Y237
lag1_Y364
lag1_X345
X73
lag1_Y148
X33
lag1_X280
X266
lag1_X34
Y167
Y221
X235
lag1_Y401
X100
lag1_Y65
X191
X5
X131
lag1_X411
lag1_X332
Y193
lag1_Y199
lag1_Y68
Y384
X423
Y3
lag1_Y34
X355
Y146
lag1_Y200
X462
X134
Y275
X315
X178
Y441
Y450
Y29
lag1_X67
X174
X380
lag1_Y147
Y205
X90
lag1_Y204
Y399
X16
X403
Y347
X374
Y94
Y404
X96
lag1_X336
lag1_Y416
X62
Y222
lag1_Y359
lag1_Y84
X42
X13
X195
Y26
X440
Y27
Y85
lag1_Y222
Y6
X232
Y82
lag1_Y55
Y201
Y300
Y335
X405
lag1_Y169
X244
X197
Y255
lag1_X285
X391
X153
lag1_Y151
X407
X327
lag1_Y372
lag1_Y116
lag1_Y285
lag1_X170
lag1_Y46
X362
Y14
Y180
X450
X188
X25
X82
Y84
lag1_Y9
lag1_Y182
Y62
Y459
lag1_Y388
X37
X460
lag1_Y443
X7
X157
lag1_Y117
lag1_Y411
Y117
Y444
Y188
Y354
lag1_Y276
Y276
lag1_X264
X59
lag1_Y313
X164
lag1_Y139
X128
lag1_Y164
Y56
X224
X221
X258
X309
Y157
X79
Y1
lag1_Y72
Y47
Y451
X146
lag1_Y299
lag1_X187
Y142
lag1_Y432
Y442
Y42
X350
Y417
lag1_X71
X113
Y17
X183
lag1_Y314
lag1_Y444
lag1_Y145
lag1_Y171
lag1_X434
X6
lag1_Y396
X91
X277
X256
lag1_X368
X226
Y134
lag1_Y53
lag1_X137
lag1_Y430
X398
lag1_X430
X189
Y291
lag1_Y263
lag1_X171
Y77
X267
X47
lag1_Y303
X89
X249
lag1_Y123
X451
Y250
X270
lag1_X395
Y437
lag1_X333
Y327
Y445
Y422
lag1_Y337
Y446
Y363
Y118
lag1_X299
X331
lag1_X227
lag1_Y194
Y257
lag1_Y246
Y189
lag1_X292
Y248
lag1_Y56
Y308
lag1_Y111
Y122
X404
X219
Y359
Y178
lag1_Y27
X312
lag1_Y135
lag1_Y383
Y273
lag1_Y434
lag1_Y208
X154
X225
X409
Y261
X11
Y266
X161
lag1_X394
X173
Y402
Y403
lag1_X68
lag1_Y28
Y91
X459
X209
Y90
Y96
lag1_Y317
lag1_Y436
X243
lag1_X338
lag1_X103
Y353
X223
lag1_Y212
lag1_X433
Y461
lag1_X161
Y19
Y329
X228
Y393
lag1_Y258
lag1_Y466
X344
lag1_Y24
Y186
lag1_Y298
X179
X130
X386
X94
Y31
lag1_Y227
X126
X88
X28
X375
Y429
Y225
X49
lag1_Y170
Y371
lag1_Y22
lag1_Y273
lag1_Y57
lag1_Y18
X319
lag1_Y113
lag1_Y406
Y285
lag1_X352
X257
lag1_X295
lag1_X208
Y321
lag1_X298
X31
X310
lag1_Y431
Y185
Y466
lag1_Y146
Y348
X95
X27
X463
lag1_Y180
Y145
X102
Y86
lag1_Y50
Y37
lag1_X424
lag1_X169
X29
Y277
lag1_X160
lag1_Y221
lag1_Y424
lag1_X214
X14
X271
X408
Y438
X114
lag1_X272
Y179
Y254
Y88
Y268
lag1_X340
Y0
X263
X98
lag1_Y207
Y414
Y322
lag1_Y369
lag1_X297
lag1_Y418
lag1_Y339
Y153
X56
lag1_Y405
X237
lag1_X139
lag1_Y226
lag1_Y342
lag1_Y398
X36
lag1_X440
X438
X26
Y40
X272
Y41
Y317
X12
Y292
Y467
lag1_X207
Y440
Y100
Y316
X238
Y72
Y13
Y165
lag1_Y185
Y325
X360
Y113
Y92
Y420
lag1_Y32
Y125
lag1_Y33
X317
lag1_Y415
lag1_Y353
X290
X402
Y360
X99
Y302
Y410
Y25
lag1_Y140
Y154
lag1_Y30
Y409
lag1_Y0
Y423
lag1_Y193
lag1_Y104
lag1_Y76
lag1_Y395
lag1_Y92
Y161
X302
Y28
lag1_Y422
lag1_Y229
lag1_X143
Y279
Y294
X231
Y115
lag1_X273
Y228
lag1_Y352
lag1_Y417
Y391
lag1_X388
X384
X239
lag1_X70
lag1_X387
lag1_X300
Y38
lag1_Y63
Y130
lag1_Y287
Y110
lag1_X35
lag1_Y270
lag1_Y143
Y243
lag1_Y61
Y385
Y290
lag1_X346
Y131
lag1_X369
X22
lag1_X108
lag1_Y17
lag1_Y7
X363
lag1_X32
lag1_Y283
lag1_Y446
lag1_X287
Y183
lag1_X283
Y33
X326
Y245
lag1_Y249
X163
Y74
lag1_X422
Y48
Y274
lag1_X52
lag1_Y264
Y218
Y35
lag1_X314
lag1_X211
X2
Y78
Y315
Y463
lag1_X428
Y163
lag1_Y168
lag1_X200
lag1_X63
lag1_Y257
lag1_X105
lag1_X140
Y349
lag1_X408
lag1_Y324
lag1_Y8
X453
lag1_X104
lag1_Y203
lag1_Y187
lag1_Y43
Y59
lag1_Y286
lag1_X50
X81
lag1_Y441
lag1_X205
lag1_X431
lag1_Y37
lag1_Y101
Y226
lag1_X309
lag1_Y380
lag1_X310
lag1_Y425
lag1_X81
X23
lag1_X262
lag1_Y205
lag1_Y280
lag1_X62
Y358
Y390
Y249
lag1_X36
Y241
lag1_Y259
Y453
Y412
Y203
X250
Y223
lag1_X123
lag1_X375
lag1_X30
lag1_Y163
X457
lag1_X312
lag1_Y26
lag1_X57
X370
Y374
Y15
lag1_X117
lag1_X334
Y173
lag1_Y106
lag1_Y124
Y381
lag1_X111
lag1_X445
lag1_X194
Y23
lag1_X291
Y398
lag1_X425
lag1_X186
Y307
lag1_Y421
lag1_X313
lag1_X337
lag1_Y409
Y22
lag1_X335
Y331
Y101
lag1_Y467
lag1_Y390
Y259
X110
Y260
X328
Y272
Y373
Y240
Y231
X452
lag1_X418
lag1_Y442
Y258
Y263
Y164
lag1_Y340
Y191
lag1_Y211
lag1_Y165
lag1_X438
Y133
Y388
lag1_Y29
X455
Y267
lag1_Y91
lag1_Y85
lag1_Y70
lag1_Y315
lag1_Y16
lag1_Y358
Y11
lag1_X409
Y339
lag1_X69
X429
X324
Y242
lag1_X65
Y232
Y119
Y362
lag1_X347
lag1_X260
lag1_Y202
lag1_Y220
Y129
Y324
lag1_Y253
lag1_Y373
lag1_Y218
Y312
lag1_Y174
lag1_Y267
lag1_Y64
lag1_X76
Y217
lag1_Y190
Y256
lag1_X392
lag1_Y274
lag1_Y173
Y80
Y87
lag1_Y242
lag1_Y322
lag1_X398
lag1_X321
Y270
lag1_Y410
lag1_Y321
lag1_Y216
lag1_Y281
lag1_X306
Y465
lag1_X353
Y12
lag1_X432
lag1_Y265
lag1_X199
lag1_X46
